FIPS,County,State,Population,Year,Total Votes,Democrat Votes,Republican Votes,Democrat %,Republican %,Winner,housing_Median Home Value,housing_% of National Median,housing_Price Category,age_Median Age,temp_Avg Temperature (°F),temp_Data Points,rent_Metro Area,rent_Median Rent,rent_Efficiency,rent_1BR,rent_2BR,rent_3BR,rent_4BR,rent_Entity ID
17009,Brown County,Illinois,6320,2023,2455,467,1938,19.02,78.94,Republican,142200,82.5,Moderate,40.9,47.09,12,"Brown County, IL",774,531,588,774,942,1080,1700999999
17011,Bureau County,Illinois,33027,2023,15992,5900,9784,36.89,61.18,Republican,121900,70.7,Affordable,44.1,47.58,12,"Bureau County, IL",814,544,618,814,994,1128,1701199999
17013,Calhoun County,Illinois,4406,2023,2680,560,2059,20.9,76.83,Republican,174000,101.0,Moderate,48.5,47.31,12,"St. Louis, MO-IL HUD Metro FMR Area",999,748,795,999,1294,1512,1701399999
17015,Carroll County,Illinois,15621,2023,7836,2600,5082,33.18,64.85,Republican,113500,65.9,Affordable,44.9,47.90,12,"Carroll County, IL",774,531,611,774,942,1187,1701599999
17017,Cass County,Illinois,12826,2023,5241,1438,3712,27.44,70.83,Republican,95500,55.4,Affordable,38.1,45.01,12,"Cass County, IL",774,531,588,774,1010,1143,1701799999
17019,Champaign County,Illinois,206098,2023,88627,54314,32965,61.28,37.2,Democrat,205100,119.0,Moderate,30.9,45.37,12,"Champaign-Urbana, IL MSA",1030,866,871,1030,1335,1384,1701999999
17021,Christian County,Illinois,33684,2023,15534,4026,11278,25.92,72.6,Republican,112100,65.1,Affordable,42.7,42.68,12,"Christian County, IL",819,584,622,819,1002,1100,1702199999
17023,Clark County,Illinois,15328,2023,8203,1927,6130,23.49,74.73,Republican,123100,71.4,Affordable,42,48.34,12,"Clark County, IL",813,558,637,813,1050,1135,1702399999
17025,Clay County,Illinois,13173,2023,6766,1054,5610,15.58,82.91,Republican,94300,54.7,Affordable,41.5,42.77,12,"Clay County, IL",774,531,600,774,942,1042,1702599999
17027,Clinton County,Illinois,36899,2023,19215,4447,14407,23.14,74.98,Republican,180500,104.8,Moderate,41.4,46.89,12,"St. Louis, MO-IL HUD Metro FMR Area",999,748,795,999,1294,1512,1702799999
17029,Coles County,Illinois,46689,2023,21469,7495,13606,34.91,63.38,Republican,121900,70.7,Affordable,38.2,46.46,12,"Coles County, IL",808,540,614,808,1098,1106,1702999999
17031,Cook County,Illinois,5185812,2023,2056800,1447821,583852,70.39,28.39,Democrat,305200,177.1,Expensive,37.8,48.37,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17033,Crawford County,Illinois,18588,2023,8927,2048,6727,22.94,75.36,Republican,113700,66.0,Affordable,42.4,56.65,12,"Crawford County, IL",774,531,620,774,989,1318,1703399999
17035,Cumberland County,Illinois,10378,2023,5768,1059,4627,18.36,80.22,Republican,117700,68.3,Affordable,42.3,56.03,12,"Cumberland County, IL",774,531,588,774,942,1040,1703599999
17037,DeKalb County,Illinois,100512,2023,47186,23648,22716,50.12,48.14,Democrat,231900,134.6,Moderate,32.6,51.02,12,"DeKalb County, IL HUD Metro FMR Area",1098,734,846,1098,1560,1870,1703799999
17039,De Witt County,Illinois,15461,2023,7736,2058,5529,26.6,71.47,Republican,124200,72.1,Affordable,44,54.40,12,"De Witt County, IL",774,531,589,774,1100,1318,1703999999
17041,Douglas County,Illinois,19686,2023,8404,2198,6076,26.15,72.3,Republican,142600,82.8,Moderate,38.9,55.10,12,"Douglas County, IL",820,652,656,820,1072,1144,1704199999
17043,DuPage County,Illinois,927263,2023,449660,251164,191243,55.86,42.53,Democrat,374100,217.1,Very Expensive,40,52.13,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17045,Edgar County,Illinois,16637,2023,7906,1816,5955,22.97,75.32,Republican,95700,55.5,Affordable,46.4,54.91,12,"Edgar County, IL",774,531,685,774,964,1142,1704599999
17047,Edwards County,Illinois,6118,2023,3288,457,2794,13.9,84.98,Republican,97500,56.6,Affordable,44.6,57.81,12,"Edwards County, IL",774,531,651,774,1017,1318,1704799999
17049,Effingham County,Illinois,34505,2023,19062,3617,15124,18.97,79.34,Republican,179800,104.4,Moderate,39.5,56.35,12,"Effingham County, IL",774,599,603,774,1100,1152,1704999999
17051,Fayette County,Illinois,21380,2023,9601,1632,7847,17,81.73,Republican,114700,66.6,Affordable,41.7,56.69,12,"Fayette County, IL",774,567,670,774,951,1040,1705199999
17053,Ford County,Illinois,13396,2023,6547,1643,4778,25.1,72.98,Republican,118100,68.5,Affordable,42.5,53.44,12,"Ford County, IL",792,595,607,792,964,1064,1705399999
17055,Franklin County,Illinois,37541,2023,17685,4257,13200,24.07,74.64,Republican,87700,50.9,Affordable,43.4,58.18,12,"Franklin County, IL",774,518,588,774,972,1040,1705599999
17057,Fulton County,Illinois,33259,2023,16137,5980,9827,37.06,60.9,Republican,102500,59.5,Affordable,43.7,54.53,12,"Fulton County, IL HUD Metro FMR Area",824,622,626,824,1014,1354,1705799999
17059,Gallatin County,Illinois,4857,2023,2529,561,1923,22.18,76.04,Republican,84700,49.2,Very Affordable,47.3,58.65,12,"Gallatin County, IL",774,531,661,774,1044,1080,1705999999
17061,Greene County,Illinois,11837,2023,6054,1220,4719,20.15,77.95,Republican,94400,54.8,Affordable,43.1,56.03,12,"Greene County, IL",789,541,599,789,960,1086,1706199999
17063,Grundy County,Illinois,52920,2023,26539,9143,16997,34.45,64.05,Republican,259200,150.4,Expensive,38.6,52.63,12,"Grundy County, IL HUD Metro FMR Area",1247,848,947,1247,1596,1675,1706399999
17065,Hamilton County,Illinois,7972,2023,4181,739,3385,17.68,80.96,Republican,108800,63.1,Affordable,43.5,58.24,12,"Hamilton County, IL",774,531,653,774,985,1080,1706599999
17067,Hancock County,Illinois,17434,2023,9058,2183,6708,24.1,74.06,Republican,108400,62.9,Affordable,46.3,54.31,12,"Hancock County, IL",774,531,644,774,1032,1189,1706799999
17069,Hardin County,Illinois,3623,2023,1925,357,1546,18.55,80.31,Republican,91700,53.2,Affordable,55,58.69,12,"Hardin County, IL",774,531,588,774,942,1080,1706999999
17071,Henderson County,Illinois,6284,2023,3462,1026,2369,29.64,68.43,Republican,101600,59.0,Affordable,49.8,53.41,12,"Henderson County, IL",774,579,668,774,1076,1080,1707199999
17073,Henry County,Illinois,48948,2023,25062,9226,15359,36.81,61.28,Republican,145300,84.3,Moderate,43.4,52.57,12,"Davenport-Moline-Rock Island, IA-IL MSA",906,606,733,906,1193,1353,1707399999
17075,Iroquois County,Illinois,26746,2023,13307,2747,10376,20.64,77.97,Republican,125400,72.8,Affordable,44.4,53.01,12,"Iroquois County, IL",774,584,588,774,998,1042,1707599999
17077,Jackson County,Illinois,52706,2023,22331,11394,10614,51.02,47.53,Democrat,125000,72.5,Affordable,32.9,58.17,12,"Jackson County, IL HUD Metro FMR Area",858,574,652,858,1114,1265,1707799999
17079,Jasper County,Illinois,9233,2023,5421,912,4449,16.82,82.07,Republican,122900,71.3,Affordable,44.2,56.64,12,"Jasper County, IL",774,531,642,774,1042,1080,1707999999
17081,Jefferson County,Illinois,36808,2023,16639,4240,12189,25.48,73.26,Republican,118400,68.7,Affordable,41.1,58.03,12,"Jefferson County, IL",851,642,647,851,1064,1143,1708199999
17083,Jersey County,Illinois,21336,2023,11691,2816,8684,24.09,74.28,Republican,168800,98.0,Moderate,43.2,56.96,12,"St. Louis, MO-IL HUD Metro FMR Area",999,748,795,999,1294,1512,1708399999
17085,Jo Daviess County,Illinois,21918,2023,12385,5051,7136,40.78,57.62,Republican,193900,112.5,Moderate,50.9,50.04,12,"Jo Daviess County, IL",774,578,644,774,979,1040,1708599999
17087,Johnson County,Illinois,13350,2023,6103,1241,4798,20.33,78.62,Republican,148200,86.0,Moderate,42.7,58.55,12,"Johnson County, IL HUD Metro FMR Area",875,592,669,875,1065,1196,1708799999
17089,Kane County,Illinois,516097,2023,222364,120077,99260,54,44.64,Democrat,303000,175.9,Expensive,38.6,51.23,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17091,Kankakee County,Illinois,106833,2023,47515,18399,28285,38.72,59.53,Republican,185700,107.8,Moderate,39,52.67,12,"Kankakee, IL MSA",1070,715,813,1070,1458,1541,1709199999
17093,Kendall County,Illinois,135053,2023,65970,32977,31970,49.99,48.46,Democrat,298900,173.5,Expensive,36,51.96,12,"Kendall County, IL HUD Metro FMR Area",1438,1085,1092,1438,2044,2075,1709399999
17095,Knox County,Illinois,49294,2023,22175,9838,11917,44.37,53.74,Republican,104900,60.9,Affordable,42.4,53.05,12,"Knox County, IL",774,547,588,774,1012,1040,1709599999
17097,Lake County,Illinois,711885,2023,309323,184642,120402,59.69,38.92,Democrat,326600,189.6,Expensive,38.9,51.44,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17099,LaSalle County,Illinois,109049,2023,52432,21029,30717,40.11,58.58,Republican,154900,89.9,Moderate,42.1,52.23,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17101,Lawrence County,Illinois,15137,2023,6103,1283,4715,21.02,77.26,Republican,95500,55.4,Affordable,40.6,57.00,12,"Lawrence County, IL",774,531,588,774,1009,1101,1710199999
17103,Lee County,Illinois,34058,2023,16091,6105,9680,37.94,60.16,Republican,155100,90.0,Moderate,43,51.58,12,"Lee County, IL",774,531,650,774,1100,1145,1710399999
17105,Livingston County,Illinois,35659,2023,16538,4311,11970,26.07,72.38,Republican,131500,76.3,Moderate,41.9,53.55,12,"Livingston County, IL",834,630,644,834,1098,1139,1710599999
17107,Logan County,Illinois,27870,2023,12555,3543,8757,28.22,69.75,Republican,125900,73.1,Affordable,40.5,54.78,12,"Logan County, IL",837,653,657,837,1111,1142,1710799999
17109,McDonough County,Illinois,27102,2023,11940,4736,6987,39.66,58.52,Republican,103500,60.1,Affordable,35.1,53.77,12,"McDonough County, IL",794,545,650,794,1078,1232,1710999999
17111,McHenry County,Illinois,311366,2023,161699,75370,83933,46.61,51.91,Republican,286900,166.5,Expensive,40.4,50.61,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17113,McLean County,Illinois,170882,2023,86168,44495,40290,51.64,46.76,Democrat,198300,115.1,Moderate,34.2,54.04,12,"Bloomington, IL MSA",987,698,793,987,1394,1583,1711399999
17115,Macon County,Illinois,102591,2023,45224,18009,26562,39.82,58.73,Republican,121800,70.7,Affordable,40.9,54.95,12,"Decatur, IL MSA",859,599,701,859,1195,1272,1711599999
17117,Macoupin County,Illinois,44566,2023,23403,6892,16065,29.45,68.65,Republican,126100,73.2,Affordable,44.3,56.09,12,"Macoupin County, IL HUD Metro FMR Area",774,584,588,774,1029,1147,1711799999
17119,Madison County,Illinois,264631,2023,132599,56341,73925,42.49,55.75,Republican,167900,97.4,Moderate,40.2,57.61,12,"St. Louis, MO-IL HUD Metro FMR Area",999,748,795,999,1294,1512,1711999999
17121,Marion County,Illinois,37294,2023,16756,4116,12409,24.56,74.06,Republican,100100,58.1,Affordable,41.3,57.39,12,"Marion County, IL",774,519,627,774,1013,1041,1712199999
17123,Marshall County,Illinois,11715,2023,6127,1913,4119,31.22,67.23,Republican,137800,80.0,Moderate,45.9,53.40,12,"Peoria, IL HUD Metro FMR Area",896,639,707,896,1164,1211,1712399999
17125,Mason County,Illinois,12878,2023,6371,1773,4464,27.83,70.07,Republican,106100,61.6,Affordable,45.5,55.02,12,"Mason County, IL",774,531,629,774,980,1057,1712599999
17127,Massac County,Illinois,13958,2023,6676,1683,4939,25.21,73.98,Republican,118000,68.5,Affordable,45,59.72,12,"Massac County, IL",806,539,662,806,1093,1125,1712799999
17129,Menard County,Illinois,12169,2023,6423,1834,4499,28.55,70.05,Republican,179300,104.1,Moderate,42.8,54.69,12,"Springfield, IL MSA",911,609,741,911,1194,1254,1712999999
17131,Mercer County,Illinois,15619,2023,8345,2950,5215,35.35,62.49,Republican,139300,80.8,Moderate,44.5,53.12,12,"Davenport-Moline-Rock Island, IA-IL MSA",906,606,733,906,1193,1353,1713199999
17133,Monroe County,Illinois,34969,2023,20889,6473,14055,30.99,67.28,Republican,265600,154.1,Expensive,42.5,58.59,12,"St. Louis, MO-IL HUD Metro FMR Area",999,748,795,999,1294,1512,1713399999
17135,Montgomery County,Illinois,28078,2023,13187,3573,9378,27.09,71.12,Republican,102200,59.3,Affordable,42.6,56.04,12,"Montgomery County, IL",774,582,594,774,1027,1048,1713599999
17137,Morgan County,Illinois,32621,2023,14649,4848,9607,33.09,65.58,Republican,128700,74.7,Affordable,41.5,54.95,12,"Morgan County, IL",799,548,607,799,1005,1231,1713799999
17139,Moultrie County,Illinois,14469,2023,6523,1615,4816,24.76,73.83,Republican,121500,70.5,Affordable,40.4,55.09,12,"Moultrie County, IL",774,531,589,774,1100,1227,1713999999
17141,Ogle County,Illinois,51536,2023,25749,8883,16450,34.5,63.89,Republican,184100,106.8,Moderate,42,50.98,12,"Ogle County, IL",865,611,657,865,1101,1162,1714199999
17143,Peoria County,Illinois,179831,2023,78731,40564,36896,51.52,46.86,Democrat,152600,88.6,Moderate,38.1,54.50,12,"Peoria, IL HUD Metro FMR Area",896,639,707,896,1164,1211,1714399999
17145,Perry County,Illinois,20810,2023,9241,2146,6949,23.22,75.2,Republican,105200,61.1,Affordable,42.2,58.03,12,"Perry County, IL",774,531,590,774,1100,1195,1714599999
17147,Piatt County,Illinois,16702,2023,9496,3204,6104,33.74,64.28,Republican,173200,100.5,Moderate,42.5,54.67,12,"Champaign-Urbana, IL MSA",1030,866,871,1030,1335,1384,1714799999
17149,Pike County,Illinois,14625,2023,7506,1302,6086,17.35,81.08,Republican,100100,58.1,Affordable,42.9,55.51,12,"Pike County, IL",774,584,588,774,942,1105,1714999999
17151,Pope County,Illinois,3757,2023,2132,416,1698,19.51,79.64,Republican,165300,95.9,Moderate,50.8,58.66,12,"Pope County, IL",774,531,685,774,998,1080,1715199999
17153,Pulaski County,Illinois,5074,2023,2377,769,1583,32.35,66.6,Republican,81000,47.0,Very Affordable,42.7,59.82,12,"Pulaski County, IL",774,618,621,774,1089,1318,1715399999
17155,Putnam County,Illinois,5600,2023,3331,1254,2014,37.65,60.46,Republican,167800,97.4,Moderate,47.2,52.95,12,"Putnam County, IL",797,533,645,797,1044,1112,1715599999
17157,Randolph County,Illinois,30142,2023,14332,3461,10624,24.15,74.13,Republican,134100,77.8,Moderate,43,57.78,12,"Randolph County, IL",774,518,588,774,1018,1258,1715799999
17159,Richland County,Illinois,15675,2023,7743,1747,5889,22.56,76.06,Republican,106600,61.9,Affordable,42.5,57.02,12,"Richland County, IL",774,557,685,774,1063,1204,1715999999
17161,Rock Island County,Illinois,142995,2023,63267,34126,28061,53.94,44.35,Democrat,144700,84.0,Moderate,40.3,53.06,12,"Davenport-Moline-Rock Island, IA-IL MSA",906,606,733,906,1193,1353,1716199999
17163,St. Clair County,Illinois,254777,2023,119655,63433,54021,53.01,45.15,Democrat,168800,98.0,Moderate,39.5,57.98,12,"St. Louis, MO-IL HUD Metro FMR Area",999,748,795,999,1294,1512,1716399999
17165,Saline County,Illinois,23387,2023,10602,2634,7830,24.84,73.85,Republican,92900,53.9,Affordable,43.2,58.19,12,"Saline County, IL",774,531,588,774,1044,1048,1716599999
17167,Sangamon County,Illinois,195217,2023,98845,46074,50979,46.61,51.57,Republican,170300,98.8,Moderate,40.8,55.03,12,"Springfield, IL MSA",911,609,741,911,1194,1254,1716799999
17169,Schuyler County,Illinois,6826,2023,3756,961,2720,25.59,72.42,Republican,106200,61.6,Affordable,48.8,54.58,12,"Schuyler County, IL",774,531,671,774,943,1315,1716999999
17171,Scott County,Illinois,4847,2023,2587,488,2071,18.86,80.05,Republican,101700,59.0,Affordable,44.3,55.30,12,"Scott County, IL",774,531,614,774,948,1115,1717199999
17173,Shelby County,Illinois,20867,2023,11664,2240,9267,19.2,79.45,Republican,130400,75.7,Moderate,45.5,55.58,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17175,Stark County,Illinois,5324,2023,2761,725,1983,26.26,71.82,Republican,103500,60.1,Affordable,44.6,52.91,12,"Peoria, IL HUD Metro FMR Area",896,639,707,896,1164,1211,1717599999
17177,Stephenson County,Illinois,44042,2023,20965,8278,12347,39.48,58.89,Republican,127500,74.0,Affordable,45.2,50.01,12,"Stephenson County, IL",774,522,588,774,985,1165,1717799999
17179,Tazewell County,Illinois,130555,2023,67966,24325,42451,35.79,62.46,Republican,164500,95.5,Moderate,41.7,54.75,12,"Peoria, IL HUD Metro FMR Area",896,639,707,896,1164,1211,1717999999
17181,Union County,Illinois,16972,2023,8224,2285,5837,27.78,70.98,Republican,131700,76.4,Moderate,44.3,58.63,12,"Union County, IL",774,578,593,774,1029,1200,1718199999
17183,Vermilion County,Illinois,73179,2023,29509,9254,19777,31.36,67.02,Republican,92900,53.9,Affordable,41.2,53.65,12,"Danville, IL MSA",878,646,667,878,1112,1179,1718399999
17185,Wabash County,Illinois,11199,2023,5377,1200,4095,22.32,76.16,Republican,103900,60.3,Affordable,43,57.70,12,"Wabash County, IL",818,547,621,818,1084,1142,1718599999
17187,Warren County,Illinois,16576,2023,7432,2711,4579,36.48,61.61,Republican,101300,58.8,Affordable,38.7,52.99,12,"Warren County, IL",774,518,623,774,1100,1150,1718799999
17189,Washington County,Illinois,13682,2023,7561,1564,5892,20.69,77.93,Republican,149800,86.9,Moderate,44.2,57.78,12,"Washington County, IL",843,578,681,843,1026,1177,1718999999
17191,Wayne County,Illinois,15994,2023,8267,1155,7019,13.97,84.9,Republican,109400,63.5,Affordable,43.1,57.92,12,"Wayne County, IL",774,531,588,774,956,1080,1719199999
17193,White County,Illinois,13708,2023,7064,1390,5586,19.68,79.08,Republican,100100,58.1,Affordable,44.4,58.56,12,"White County, IL",774,518,646,774,1036,1040,1719399999
17195,Whiteside County,Illinois,55192,2023,26429,11012,14898,41.67,56.37,Republican,125800,73.0,Affordable,43.4,52.16,12,"Whiteside County, IL",826,557,628,826,1005,1110,1719599999
17197,Will County,Illinois,698450,2023,324971,162874,157672,50.12,48.52,Democrat,298000,173.0,Expensive,38.9,52.28,12,Illinois Non-Metro,840,649,704,840,1084,1258,1799999999
17199,Williamson County,Illinois,66902,2023,32998,9890,22686,29.97,68.75,Republican,145600,84.5,Moderate,41.4,57.97,12,"Williamson County, IL HUD Metro FMR Area",890,672,676,890,1182,1479,1719999999
17201,Winnebago County,Illinois,283289,2023,121048,59942,59257,49.52,48.95,Democrat,155100,90.0,Moderate,39.7,50.85,12,"Rockford, IL MSA",935,625,710,935,1262,1309,1720199999
17203,Woodford County,Illinois,38348,2023,21113,5958,14837,28.22,70.27,Republican,193800,112.5,Moderate,40.5,53.87,12,"Peoria, IL HUD Metro FMR Area",896,639,707,896,1164,1211,1720399999
18001,Adams County,Indiana,35995,2023,13959,3179,10528,22.77,75.42,Republican,173100,100.5,Moderate,33.2,53.87,12,"Adams County, IN",826,576,628,826,1085,1144,1800199999
18003,Allen County,Indiana,388791,2023,162979,69960,90283,42.93,55.4,Republican,194300,112.8,Moderate,36.2,59.14,12,"Fort Wayne, IN MSA",911,658,743,911,1161,1266,1800399999
18005,Bartholomew County,Indiana,82881,2023,35464,12525,22220,35.32,62.66,Republican,221100,128.3,Moderate,37.7,57.06,12,"Columbus, IN MSA",1038,899,919,1038,1373,1516,1800599999
18007,Benton County,Indiana,8708,2023,3954,1010,2873,25.54,72.66,Republican,135400,78.6,Moderate,40.3,53.08,12,"Lafayette-West Lafayette, IN HUD Metro FMR Area",1071,794,917,1071,1323,1661,1800799999
18009,Blackford County,Indiana,12007,2023,5135,1227,3811,23.89,74.22,Republican,96700,56.1,Affordable,44,59.04,12,"Blackford County, IN",826,576,727,826,1056,1351,1800999999
18011,Boone County,Indiana,72827,2023,40062,16426,22840,41,57.01,Republican,341800,198.4,Expensive,38.3,58.14,12,"Indianapolis-Carmel, IN HUD Metro FMR Area",1065,771,897,1065,1397,1671,1801199999
18013,Brown County,Indiana,15543,2023,8627,2832,5647,32.83,65.46,Republican,242500,140.7,Moderate,50.9,55.50,12,"Indianapolis-Carmel, IN HUD Metro FMR Area",1065,771,897,1065,1397,1671,1801399999
18015,Carroll County,Indiana,20443,2023,9177,2120,6902,23.1,75.21,Republican,167700,97.3,Moderate,42.9,56.72,12,"Carroll County, IN HUD Metro FMR Area",862,651,655,862,1063,1158,1801599999
18017,Cass County,Indiana,37703,2023,14207,3722,10285,26.2,72.39,Republican,118700,68.9,Affordable,41.1,59.27,12,"Cass County, IN",826,677,681,826,1102,1110,1801799999
18019,Clark County,Indiana,122800,2023,58570,22810,34734,38.94,59.3,Republican,212400,123.3,Moderate,39.8,59.55,12,"Louisville, KY-IN HUD Metro FMR Area",1052,776,876,1052,1395,1602,1801999999
18021,Clay County,Indiana,26431,2023,12050,2495,9354,20.71,77.63,Republican,128900,74.8,Affordable,41.2,55.87,12,"Terre Haute, IN HUD Metro FMR Area",860,647,684,860,1047,1294,1802199999
18023,Clinton County,Indiana,32967,2023,12443,3135,9108,25.19,73.2,Republican,157300,91.3,Moderate,36.5,50.29,12,"Clinton County, IN",898,600,682,898,1105,1206,1802399999
18025,Crawford County,Indiana,10494,2023,5011,1235,3668,24.65,73.2,Republican,115400,67.0,Affordable,45.6,56.80,12,"Crawford County, IN",826,576,651,826,1083,1110,1802599999
